100000 1000
2
1 -521301 123523
2
1 -521337 123499
2
1 -521380 123490
2
1 -521400 123467
2
1 -521439 123439
2
1 -521443 123406
2
1 -521461 123397
2
1 -521465 123364
2
1 -521495 123321
2
1 -521535 123300
2
1 -521550 123260
2
1 -521559 123250
2
1 -521588 123218
2
1 -521622 123178
2
1 -521634 123157
2
1 -521667 123129
2
1 -521692 123097
2
1 -521699 123074
2
1 -521740 123047
2
1 -521748 123012
2
1 -521759 122993
2
1 -521789 122964
2
1 -521817 122929
2
1 -521834 122908
2
1 -521874 122889
2
1 -521916 122872
2
1 -521931 122859
2
1 -521965 122853
2
1 -521965 122830
2
1 -521973 122811
2
1 -521980 122807
2
1 -521982 122775
2
1 -522018 122765
2
1 -522035 122733
2
1 -522072 122707
2
1 -522101 122697
2
1 -522101 122675
2
1 -522102 122639
2
1 -522121 122613
2
1 -522140 122599
2
1 -522140 122576
2
1 -522179 122554
2
1 -522215 122526
2
1 -522243 122490
2
1 -522257 122446
2
1 -522274 122425
2
1 -522277 122405
2
1 -522285 122366
2
1 -522315 122341
2
1 -522348 122312
2
1 -522361 122295
2
1 -522363 122274
2
1 -522402 122271
2
1 -522414 122258
2
1 -522450 122227
2
1 -522485 122190
2
1 -522501 122161
2
1 -522522 122154
2
1 -522534 122142
2
1 -522539 122116
2
1 -522550 122094
2
1 -522559 122080
2
1 -522601 122056
2
1 -522616 122022
2
1 -522621 122019
2
1 -522647 121994
2
1 -522667 121966
2
1 -522668 121944
2
1 -522706 121924
2
1 -522741 121894
2
1 -522754 121862
2
1 -522783 121833
2
1 -522799 121828
2
1 -522835 121799
2
1 -522859 121796
2
1 -522876 121761
2
1 -522902 121727
2
1 -522913 121697
2
1 -522926 121671
2
1 -522953 121646
2
1 -522989 121638
2
1 -522995 121619
2
1 -523038 121612
2
1 -523079 121569
2
1 -523114 121531
2
1 -523142 121528
2
1 -523168 121509
2
1 -523201 121467
2
1 -523233 121436
2
1 -523266 121425
2
1 -523301 121412
2
1 -523310 121389
2
1 -523312 121369
2
1 -523320 121354
2
1 -523329 121312
2
1 -523370 121312
2
1 -523375 121303
2
1 -523394 121293
2
1 -523417 121271
2
1 -523426 121258
2
1 -523442 121214
2
1 -523459 121172
2
1 -523478 121160
2
1 -523479 121147
2
1 -523484 121105
2
1 -523508 121065
2
1 -523518 121032
2
1 -523536 121013
2
1 -523552 120979
2
1 -523593 120954
2
1 -523624 120910
2
1 -523649 120866
2
1 -523657 120859
2
1 -523666 120820
2
1 -523695 120802
2
1 -523702 120795
2
1 -523727 120764
2
1 -523738 120720
2
1 -523781 120707
2
1 -523800 120703
2
1 -523817 120660
2
1 -523823 120626
2
1 -523862 120594
2
1 -523870 120577
2
1 -523891 120566
2
1 -523933 120552
2
1 -523944 120523
2
1 -523957 120497
2
1 -524000 120467
2
1 -524020 120432
2
1 -524030 120397
2
1 -524072 120362
2
1 -524093 120353
2
1 -524134 120326
2
1 -524163 120311
2
1 -524201 120310
2
1 -524222 120266
2
1 -524257 120244
2
1 -524295 120239
2
1 -524334 120218
2
1 -524357 120182
2
1 -524393 120148
2
1 -524420 120137
2
1 -524443 120111
2
1 -524446 120106
2
1 -524462 120092
2
1 -524502 120072
2
1 -524506 120048
2
1 -524535 120040
2
1 -524541 120020
2
1 -524564 120014
2
1 -524592 120008
2
1 -524604 119983
2
1 -524632 119977
2
1 -524662 119955
2
1 -524689 119946
2
1 -524709 119921
2
1 -524714 119911
2
1 -524758 119876
2
1 -524801 119874
2
1 -524842 119853
2
1 -524858 119810
2
1 -524899 119782
2
1 -524921 119749
2
1 -524964 119714
2
1 -524972 119693
2
1 -525013 119649
2
1 -525048 119640
2
1 -525072 119622
2
1 -525087 119605
2
1 -525090 119601
2
1 -525123 119571
2
1 -525160 119571
2
1 -525162 119535
2
1 -525198 119535
2
1 -525236 119496
2
1 -525257 119479
2
1 -525294 119454
2
1 -525301 119432
2
1 -525314 119427
2
1 -525326 119399
2
1 -525359 119383
2
1 -525386 119360
2
1 -525411 119346
2
1 -525415 119344
2
1 -525446 119330
2
1 -525459 119304
2
1 -525503 119299
2
1 -525529 119290
2
1 -525532 119266
2
1 -525541 119262
2
1 -525566 119224
2
1 -525594 119206
2
1 -525612 119171
2
1 -525614 119140
2
1 -525616 119119
2
1 -525637 119077
2
1 -525674 119073
2
1 -525702 119049
2
1 -525727 119010
2
1 -525760 118999
2
1 -525768 118990
2
1 -525812 118976
2
1 -525833 118944
2
1 -525856 118919
2
1 -525868 118879
2
1 -525897 118842
2
1 -525930 118830
2
1 -525947 118824
2
1 -525956 118798
2
1 -525993 118780
2
1 -525996 118760
2
1 -526011 118758
2
1 -526035 118753
2
1 -526069 118749
2
1 -526113 118720
2
1 -526135 118706
2
1 -526173 118678
2
1 -526202 118656
2
1 -526218 118642
2
1 -526220 118614
2
1 -526229 118583
2
1 -526256 118541
2
1 -526261 118541
2
1 -526264 118520
2
1 -526290 118518
2
1 -526329 118482
2
1 -526352 118466
2
1 -526391 118457
2
1 -526413 118422
2
1 -526434 118394
2
1 -526453 118351
2
1 -526496 118331
2
1 -526530 118297
2
1 -526572 118292
2
1 -526575 118248
2
1 -526608 118235
2
1 -526645 118220
2
1 -526655 118216
2
1 -526677 118195
2
1 -526702 118184
2
1 -526725 118165
2
1 -526727 118157
2
1 -526769 118154
2
1 -526787 118135
2
1 -526825 118096
2
1 -526835 118076
2
1 -526879 118068
2
1 -526919 118035
2
1 -526923 117991
2
1 -526961 117984
2
1 -526966 117951
2
1 -526986 117947
2
1 -526997 117909
2
1 -527005 117876
2
1 -527019 117836
2
1 -527025 117792
2
1 -527046 117783
2
1 -527054 117765
2
1 -527066 117732
2
1 -527066 117719
2
1 -527100 117709
2
1 -527133 117669
2
1 -527158 117634
2
1 -527187 117605
2
1 -527221 117576
2
1 -527264 117575
2
1 -527289 117556
2
1 -527294 117513
2
1 -527313 117493
2
1 -527351 117453
2
1 -527366 117453
2
1 -527405 117417
2
1 -527414 117408
2
1 -527430 117380
2
1 -527472 117364
2
1 -527513 117326
2
1 -527546 117297
2
1 -527580 117284
2
1 -527606 117259
2
1 -527610 117237
2
1 -527626 117234
2
1 -527649 117193
2
1 -527678 117158
2
1 -527717 117155
2
1 -527727 117122
2
1 -527732 117090
2
1 -527765 117046
2
1 -527795 117042
2
1 -527804 117040
2
1 -527836 117027
2
1 -527854 116998
2
1 -527861 116991
2
1 -527881 116950
2
1 -527908 116941
2
1 -527929 116909
2
1 -527960 116872
2
1 -528002 116855
2
1 -528043 116822
2
1 -528050 116780
2
1 -528086 116755
2
1 -528123 116752
2
1 -528135 116720
2
1 -528137 116677
2
1 -528173 116659
2
1 -528180 116628
2
1 -528212 116603
2
1 -528234 116602
2
1 -528273 116560
2
1 -528277 116538
2
1 -528290 116506
2
1 -528306 116506
2
1 -528337 116493
2
1 -528361 116466
2
1 -528362 116435
2
1 -528394 116391
2
1 -528412 116367
2
1 -528414 116329
2
1 -528426 116318
2
1 -528469 116308
2
1 -528499 116303
2
1 -528540 116279
2
1 -528570 116261
2
1 -528595 116229
2
1 -528618 116193
2
1 -528627 116157
2
1 -528650 116132
2
1 -528693 116123
2
1 -528693 116094
2
1 -528737 116086
2
1 -528760 116055
2
1 -528767 116014
2
1 -528777 115998
2
1 -528811 115969
2
1 -528838 115937
2
1 -528840 115918
2
1 -528884 115875
2
1 -528927 115845
2
1 -528951 115815
2
1 -528975 115806
2
1 -528996 115773
2
1 -528996 115729
2
1 -529016 115723
2
1 -529032 115703
2
1 -529067 115688
2
1 -529095 115675
2
1 -529096 115633
2
1 -529113 115615
2
1 -529126 115602
2
1 -529136 115600
2
1 -529144 115588
2
1 -529166 115581
2
1 -529183 115561
2
1 -529227 115558
2
1 -529240 115535
2
1 -529252 115501
2
1 -529263 115481
2
1 -529304 115450
2
1 -529337 115431
2
1 -529350 115408
2
1 -529384 115405
2
1 -529428 115363
2
1 -529428 115340
2
1 -529443 115320
2
1 -529479 115288
2
1 -529502 115244
2
1 -529508 115237
2
1 -529515 115206
2
1 -529542 115200
2
1 -529576 115198
2
1 -529606 115196
2
1 -529643 115193
2
1 -529672 115153
2
1 -529714 115136
2
1 -529728 115119
2
1 -529730 115109
2
1 -529751 115108
2
1 -529758 115080
2
1 -529789 115051
2
1 -529800 115021
2
1 -529817 114980
2
1 -529846 114950
2
1 -529849 114907
2
1 -529865 114870
2
1 -529877 114864
2
1 -529917 114860
2
1 -529932 114821
2
1 -529939 114777
2
1 -529973 114766
2
1 -529989 114756
2
1 -530018 114738
2
1 -530045 114726
2
1 -530072 114692
2
1 -530112 114679
2
1 -530137 114666
2
1 -530180 114662
2
1 -530189 114627
2
1 -530224 114615
2
1 -530257 114609
2
1 -530262 114602
2
1 -530281 114602
2
1 -530292 114568
2
1 -530331 114542
2
1 -530364 114507
2
1 -530401 114503
2
1 -530408 114482
2
1 -530438 114448
2
1 -530471 114436
2
1 -530494 114400
2
1 -530526 114390
2
1 -530530 114352
2
1 -530545 114338
2
1 -530573 114333
2
1 -530606 114310
2
1 -530624 114272
2
1 -530662 114234
2
1 -530700 114230
2
1 -530727 114191
2
1 -530757 114175
2
1 -530786 114152
2
1 -530813 114109
2
1 -530819 114090
2
1 -530851 114088
2
1 -530889 114071
2
1 -530927 114045
2
1 -530955 114041
2
1 -530981 113998
2
1 -530999 113982
2
1 -531009 113975
2
1 -531010 113947
2
1 -531017 113908
2
1 -531038 113900
2
1 -531082 113896
2
1 -531084 113860
2
1 -531111 113821
2
1 -531132 113805
2
1 -531169 113777
2
1 -531205 113752
2
1 -531235 113723
2
1 -531239 113693
2
1 -531256 113661
2
1 -531290 113618
2
1 -531327 113603
2
1 -531341 113601
2
1 -531370 113585
2
1 -531401 113549
2
1 -531411 113535
2
1 -531455 113519
2
1 -531473 113510
2
1 -531488 113503
2
1 -531498 113467
2
1 -531529 113465
2
1 -531548 113443
2
1 -531582 113432
2
1 -531595 113431
2
1 -531636 113400
2
1 -531669 113362
2
1 -531705 113329
2
1 -531713 113323
2
1 -531748 113286
2
1 -531777 113258
2
1 -531812 113257
2
1 -531855 113222
2
1 -531873 113199
2
1 -531879 113166
2
1 -531917 113150
2
1 -531948 113126
2
1 -531973 113120
2
1 -531981 113098
2
1 -532005 113077
2
1 -532028 113056
2
1 -532042 113038
2
1 -532056 113032
2
1 -532062 113010
2
1 -532074 112968
2
1 -532095 112965
2
1 -532127 112954
2
1 -532131 112917
2
1 -532139 112888
2
1 -532162 112874
2
1 -532186 112858
2
1 -532223 112847
2
1 -532225 112822
2
1 -532249 112812
2
1 -532251 112809
2
1 -532282 112777
2
1 -532306 112776
2
1 -532311 112776
2
1 -532325 112764
2
1 -532354 112738
2
1 -532370 112733
2
1 -532399 112723
2
1 -532423 112683
2
1 -532426 112651
2
1 -532451 112625
2
1 -532460 112614
2
1 -532464 112606
2
1 -532486 112593
2
1 -532519 112592
2
1 -532542 112550
2
1 -532547 112534
2
1 -532576 112498
2
1 -532600 112463
2
1 -532637 112425
2
1 -532646 112404
2
1 -532665 112379
2
1 -532699 112369
2
1 -532741 112356
2
1 -532754 112356
2
1 -532761 112318
2
1 -532794 112295
2
1 -532798 112251
2
1 -532830 112217
2
1 -532842 112197
2
1 -532877 112162
2
1 -532895 112160
2
1 -532909 112158
2
1 -532948 112120
2
1 -532992 112082
2
1 -533024 112074
2
1 -533045 112061
2
1 -533085 112044
2
1 -533116 112006
2
1 -533153 111962
2
1 -533153 111962
2
1 -533197 111921
2
1 -533220 111911
2
1 -533260 111901
2
1 -533304 111886
2
1 -533342 111844
2
1 -533354 111833
2
1 -533360 111807
2
1 -533380 111800
2
1 -533400 111773
2
1 -533400 111766
2
1 -533435 111737
2
1 -533455 111699
2
1 -533456 111693
2
1 -533494 111692
2
1 -533506 111692
2
1 -533507 111681
2
1 -533548 111650
2
1 -533570 111606
2
1 -533574 111578
2
1 -533588 111574
2
1 -533613 111548
2
1 -533628 111516
2
1 -533643 111474
2
1 -533682 111439
2
1 -533706 111437
2
1 -533748 111415
2
1 -533786 111391
2
1 -533808 111352
2
1 -533846 111330
2
1 -533886 111325
2
1 -533908 111322
2
1 -533925 111296
2
1 -533967 111257
2
1 -533999 111249
2
1 -534021 111241
2
1 -534033 111231
2
1 -534074 111197
2
1 -534078 111186
2
1 -534109 111181
2
1 -534110 111163
2
1 -534124 111158
2
1 -534126 111151
2
1 -534156 111127
2
1 -534165 111104
2
1 -534173 111093
2
1 -534201 111056
2
1 -534216 111056
2
1 -534234 111037
2
1 -534235 111025
2
1 -534262 110994
2
1 -534282 110955
2
1 -534285 110938
2
1 -534313 110931
2
1 -534341 110910
2
1 -534360 110873
2
1 -534361 110839
2
1 -534403 110836
2
1 -534444 110809
2
1 -534478 110797
2
1 -534490 110755
2
1 -534514 110714
2
1 -534556 110713
2
1 -534559 110698
2
1 -534579 110686
2
1 -534614 110677
2
1 -534619 110667
2
1 -534622 110659
2
1 -534656 110621
2
1 -534678 110603
2
1 -534699 110562
2
1 -534716 110539
2
1 -534753 110525
2
1 -534786 110484
2
1 -534790 110454
2
1 -534798 110438
2
1 -534832 110406
2
1 -534851 110375
2
1 -534884 110345
2
1 -534893 110330
2
1 -534935 110286
2
1 -534959 110277
2
1 -534968 110243
2
1 -534992 110199
2
1 -535026 110198
2
1 -535050 110187
2
1 -535054 110184
2
1 -535095 110142
2
1 -535112 110106
2
1 -535150 110085
2
1 -535171 110084
2
1 -535171 110073
2
1 -535212 110054
2
1 -535254 110018
2
1 -535265 110012
2
1 -535272 109997
2
1 -535284 109966
2
1 -535308 109944
2
1 -535336 109941
2
1 -535364 109924
2
1 -535375 109910
2
1 -535410 109894
2
1 -535427 109863
2
1 -535447 109822
2
1 -535470 109802
2
1 -535495 109796
2
1 -535523 109771
2
1 -535540 109747
2
1 -535546 109725
2
1 -535562 109707
2
1 -535597 109684
2
1 -535630 109681
2
1 -535646 109668
2
1 -535678 109662
2
1 -535701 109640
2
1 -535725 109605
2
1 -535761 109591
2
1 -535774 109576
2
1 -535782 109543
2
1 -535800 109505
2
1 -535808 109462
2
1 -535852 109426
2
1 -535875 109402
2
1 -535898 109365
2
1 -535906 109326
2
1 -535916 109283
2
1 -535940 109278
2
1 -535941 109276
2
1 -535966 109236
2
1 -535975 109232
2
1 -535992 109192
2
1 -535993 109177
2
1 -536009 109163
2
1 -536046 109132
2
1 -536048 109121
2
1 -536072 109104
2
1 -536081 109073
2
1 -536096 109033
2
1 -536106 108995
2
1 -536145 108970
2
1 -536177 108966
2
1 -536200 108948
2
1 -536209 108916
2
1 -536230 108881
2
1 -536257 108844
2
1 -536258 108837
2
1 -536297 108835
2
1 -536319 108825
2
1 -536335 108810
2
1 -536377 108785
2
1 -536410 108757
2
1 -536414 108753
2
1 -536428 108734
2
1 -536472 108703
2
1 -536485 108703
2
1 -536496 108696
2
1 -536500 108654
2
1 -536526 108633
2
1 -536555 108624
2
1 -536573 108606
2
1 -536574 108587
2
1 -536599 108547
2
1 -536627 108537
2
1 -536639 108531
2
1 -536671 108515
2
1 -536702 108495
2
1 -536702 108460
2
1 -536726 108439
2
1 -536735 108408
2
1 -536743 108379
2
1 -536774 108353
2
1 -536811 108310
2
1 -536834 108292
2
1 -536853 108278
2
1 -536880 108234
2
1 -536920 108199
2
1 -536945 108179
2
1 -536982 108171
2
1 -537019 108167
2
1 -537033 108143
2
1 -537054 108136
2
1 -537060 108108
2
1 -537102 108077
2
1 -537106 108064
2
1 -537123 108052
2
1 -537166 108049
2
1 -537167 108014
2
1 -537168 107990
2
1 -537183 107963
2
1 -537184 107921
2
1 -537217 107880
2
1 -537249 107867
2
1 -537272 107843
2
1 -537293 107827
2
1 -537328 107785
2
1 -537330 107767
2
1 -537334 107758
2
1 -537335 107750
2
1 -537375 107744
2
1 -537397 107725
2
1 -537422 107698
2
1 -537451 107672
2
1 -537468 107634
2
1 -537474 107602
2
1 -537494 107595
2
1 -537530 107579
2
1 -537533 107549
2
1 -537562 107516
2
1 -537578 107503
2
1 -537582 107497
2
1 -537592 107490
2
1 -537617 107475
2
1 -537640 107449
2
1 -537670 107431
2
1 -537709 107424
2
1 -537753 107404
2
1 -537787 107376
2
1 -537788 107363
2
1 -537809 107349
2
1 -537816 107345
2
1 -537844 107302
2
1 -537864 107264
2
1 -537892 107260
2
1 -537919 107216
2
1 -537943 107185
2
1 -537956 107150
2
1 -537956 107150
2
1 -537968 107127
2
1 -537994 107085
2
1 -537997 107057
2
1 -538009 107055
2
1 -538012 107047
2
1 -538043 107043
2
1 -538065 107029
2
1 -538091 106993
2
1 -538109 106984
2
1 -538144 106984
2
1 -538147 106959
2
1 -538159 106922
2
1 -538191 106886
2
1 -538214 106886
2
1 -538247 106855
2
1 -538247 106855
2
1 -538263 106822
2
1 -538268 106802
2
1 -538284 106778
2
1 -538313 106752
2
1 -538345 106730
2
1 -538376 106714
2
1 -538413 106695
2
1 -538421 106678
2
1 -538449 106673
2
1 -538474 106635
2
1 -538504 106598
2
1 -538534 106574
2
1 -538569 106558
2
1 -538593 106534
2
1 -538595 106503
2
1 -538626 106478
2
1 -538653 106435
2
1 -538653 106392
2
1 -538675 106355
2
1 -538700 106338
2
1 -538714 106320
2
1 -538754 106307
2
1 -538791 106304
2
1 -538829 106277
2
1 -538844 106259
2
1 -538865 106251
2
1 -538882 106245
2
1 -538914 106238
2
1 -538936 106219
2
1 -538974 106188
2
1 -538979 106156
2
1 -538991 106124
2
1 -539021 106105
2
1 -539059 106090
2
1 -539077 106065
2
1 -539109 106025
2
1 -539114 105998
2
1 -539122 105994
2
1 -539160 105986
2
1 -539191 105971
2
1 -539224 105957
2
1 -539247 105945
2
1 -539275 105927
2
1 -539302 105922
2
1 -539339 105902
2
1 -539383 105898
2
1 -539390 105880
2
1 -539434 105880
2
1 -539471 105836
2
1 -539486 105818
2
1 -539510 105809
2
1 -539523 105773
2
1 -539566 105745
2
1 -539606 105702
2
1 -539643 105669
2
1 -539657 105637
2
1 -539660 105593
2
1 -539660 105562
2
1 -539677 105535
2
1 -539720 105519
2
1 -539729 105515
2
1 -539757 105491
2
1 -539779 105464
2
1 -539803 105442
2
1 -539829 105441
2
1 -539869 105429
2
1 -539879 105421
2
1 -539882 105413
2
1 -539925 105408
2
1 -539939 105366
2
1 -539977 105338
2
1 -540007 105335
2
1 -540041 105298
2
1 -540082 105284
2
1 -540101 105244
2
1 -540131 105209
2
1 -540137 105189
2
1 -540151 105153
2
1 -540153 105153
2
1 -540166 105125
2
1 -540167 105110
2
1 -540169 105099
2
1 -540199 105094
2
1 -540226 105066
2
1 -540236 105025
2
1 -540262 105014
2
1 -540293 104996
2
1 -540307 104969
2
1 -540317 104958
2
1 -540358 104929
2
1 -540371 104895
2
1 -540397 104869
2
1 -540406 104828
2
1 -540423 104816
2
1 -540426 104786
2
1 -540428 104781
2
1 -540435 104776
2
1 -540458 104739
2
1 -540475 104727
2
1 -540503 104692
2
1 -540511 104683
2
1 -540512 104682
2
1 -540539 104660
2
1 -540568 104616
2
1 -540601 104584
2
1 -540636 104576
2
1 -540657 104560
2
1 -540692 104529
2
1 -540711 104522
2
1 -540716 104499
2
1 -540716 104485
2
1 -540744 104471
2
1 -540770 104458
2
1 -540777 104414
2
1 -540803 104372
2
1 -540844 104331
2
1 -540857 104289
2
1 -540900 104287
2
1 -540926 104253
2
1 -540927 104238
2
1 -540948 104202
2
1 -540978 104197
2
1 -540985 104170
2
1 -541021 104136
2
1 -541056 104133
2
1 -541068 104091
2
1 -541085 104089
2
1 -541096 104083
2
1 -541111 104058
2
1 -541123 104017
2
1 -541145 104009
2
1 -541145 103967
2
1 -541157 103962
2
1 -541201 103924
2
1 -541240 103924
2
1 -541255 103902
2
1 -541298 103901
2
1 -541325 103888
2
1 -541360 103863
2
1 -541362 103838
2
1 -541390 103824
2
1 -541419 103816
2
1 -541435 103813
2
1 -541449 103775
2
1 -541477 103742
2
1 -541519 103729
2
1 -541560 103687
2
1 -541577 103672
2
1 -541579 103655
2
1 -541587 103614
2
1 -541611 103590
2
1 -541629 103567
2
1 -541661 103559
2
1 -541697 103537
2
1 -541730 103537
2
1 -541740 103520
2
1 -541754 103519
2
1 -541786 103482
2
1 -541790 103481
2
1 -541820 103441
2
1 -541854 103414
2
1 -541869 103377
2
1 -541893 103345
2
1 -541900 103319
2
1 -541911 103304
2
1 -541940 103268
2
1 -541941 103258
2
1 -541962 103218
2
1 -541980 103199
2
1 -542005 103193
2
1 -542024 103151
2
1 -542054 103118
2
1 -542097 103101
2
1 -542129 103091
2
1 -542154 103067
2
1 -542166 103046
2
1 -542173 103019
2
1 -542186 102981
2
1 -542200 102961
2
1 -542227 102935
2
1 -542270 102917
2
1 -542294 102911
2
1 -542322 102911
2
1 -542331 102903
2
1 -542350 102869
2
1 -542372 102831
2
1 -542403 102824
2
1 -542436 102788
2
1 -542468 102761
2
1 -542476 102749
2
1 -542482 102729
2
1 -542516 102716
2
1 -542518 102714
2
1 -542532 102690
2
1 -542562 102649
2
1 -542574 102614
2
1 -542588 102578
2
1 -542629 102573
2
1 -542672 102568
2
1 -542685 102551
2
1 -542686 102516
2
1 -542703 102477
2
1 -542708 102465
2
1 -542739 102428
2
1 -542778 102427
2
1 -542782 102427
2
1 -542804 102427
2
1 -542825 102403
2
1 -542835 102368
2
1 -542845 102366
2
1 -542883 102344
2
1 -542920 102330
2
1 -542940 102297
2
1 -542959 102279
2
1 -542960 102239
2
1 -543002 102237
2
1 -543039 102223
2
1 -543043 102181
2
1 -543076 102139
2
1 -543110 102112
2
1 -543153 102111
2
1 -543188 102091
2
1 -543196 102080
2
1 -543203 102062
2
1 -543211 102038
2
1 -543231 102037
2
1 -543233 102025
2
1 -543255 101996
2
1 -543263 101992
2
1 -543266 101976
2
1 -543310 101976
2
1 -543335 101940
2
1 -543357 101911
2
1 -543398 101894
2
1 -543424 101857
2
1 -543424 101832
2
1 -543462 101797
2
1 -543469 101795
2
1 -543477 101781
2
1 -543504 101765
2
1 -543543 101755
2
1 -543567 101752
2
1 -543596 101751
2
1 -543628 101714
2
1 -543633 101672
2
1 -543648 101661
2
1 -543653 101620
2
1 -543663 101586
2
1 -543695 101580
2
1 -543701 101566
2
1 -543744 101560
2
1 -543745 101516
2
1 -543748 101508
2
1 -543756 101497
2
1 -543786 101455
2
1 -543820 101424
2
1 -543827 101411
2
1 -543861 101374
2
1 -543876 101346
2
1 -543912 101319
2
1 -543938 101312
2
1 -543977 101281
2
1 -543987 101270
2
1 -544007 101228
2
1 -544024 101195
2
1 -544042 101173
2
1 -544082 101154
2
1 -544110 101149
2
1 -544138 101113
2
1 -544162 101100
2
1 -544196 101087
2
1 -544240 101084
2
1 -544274 101044
2
1 -544314 101033
2
1 -544344 100994
2
1 -544382 100983
2
1 -544383 100944
2
1 -544387 100926
2
1 -544392 100895
2
1 -544407 100873
2
1 -544427 100839
2
1 -544434 100817
2
1 -544442 100782
2
1 -544476 100739
2
1 -544510 100719
2
1 -544528 100689
2
1 -544569 100665
2
1 -544602 100635
2
1 -544621 100599
2
1 -544662 100587
2
1 -544692 100553
2
1 -544722 100515
2
1 -544751 100480
2
1 -544762 100439
2
1 -544790 100413
2
1 -544816 100403
2
1 -544838 100370
2
1 -544877 100332
2
1 -544907 100296
2
1 -544950 100277
2
1 -544961 100260
2
1 -544972 100253
2
1 -545013 100253
2
1 -545050 100230
2
1 -545086 100190
2
1 -545121 100162
2
1 -545158 100142
2
1 -545179 100114
2
1 -545196 100082
2
1 -545220 100074
2
1 -545240 100069
2
1 -545265 100064
2
1 -545265 100037
2
1 -545308 100006
2
1 -545326 99965
2
1 -545338 99936
2
1 -545358 99912
2
1 -545402 99895
2
1 -545426 99852
2
1 -545428 99830
2
1 -545467 99786
2
1 -545472 99755
2
1 -545491 99722
2
1 -545505 99678
2
1 -545532 99678
2
1 -545546 99676
2
1 -545552 99637
2
1 -545566 99631
2
1 -545587 99612
2
1 -545624 99611
2
1 -545647 99606
2
1 -545685 99563
2
1 -545721 99526
2
1 -545743 99511
2
1 -545778 99487
2
1 -545822 99451
2
1 -545852 99440
2
1 -545881 99428
2
1 -545925 99423
2
1 -545936 99397
2
1 -545942 99365
2
1 -545977 99353
2
1 -546003 99348
2
1 -546028 99338
2
1 -546059 99313
2
1 -546070 99304
2
1 -546107 99300
2
1 -546115 99272
2
1 -546118 99235
2
1 -546161 99234
2
1 -546178 99230
2
1 -546215 99221
2
1 -546230 99192
2
1 -546251 99171
2
1 -546285 99132
2
1 -546294 99092
2
1 -546320 99048
2
1 -546334 99040
2
1 -546345 99000
2
1 -546370 98957
2
1 -546397 98921
2
1 -546411 98902
2
1 -546414 98880
2
1 -546416 98874
2
1 -546431 98867
2
1 -546438 98828
2
1 -546449 98821
2
1 -546459 98788
2
1 -546502 98756
2
1 -546511 98724
2
1 -546537 98706
2
1 -546572 98698
2
1 -546596 98694
2
1 -546619 98651
2
1 -546625 98648
2
1 -546628 98615
2
1 -546629 98598
2
1 -546636 98594
2
1 -546638 98578
2
1 -546656 98554
2
1 -546679 98522
2
1 -546704 98481
2
1 -546705 98446
2
1 -546734 98402
2
1 -546756 98402
2
1 -546788 98391
2
1 -546813 98369
2
1 -546832 98357
2
1 -546865 98353
2
1 -546875 98313
2
1 -546882 98300
2
1 -546917 98292
2
1 -546954 98249
2
1 -546974 98248
2
1 -546988 98210
2
1 -547013 98210
2
1 -547038 98205
2
1 -547041 98171
2
1 -547044 98138
2
1 -547077 98106
2
1 -547117 98079
2
1 -547160 98058
2
1 -547171 98034
2
1 -547211 98034
2
1 -547239 98029
2
1 -547241 97994
2
1 -547266 97957
2
1 -547272 97933
2
1 -547314 97900
2
1 -547340 97881
2
1 -547366 97875
2
1 -547385 97862
2
1 -547404 97840
2
1 -547406 97818
2
1 -547423 97782
2
1 -547439 97762
2
1 -547457 97747
2
1 -547460 97710
2
1 -547499 97667
2
1 -547536 97644
2
1 -547546 97643
2
1 -547566 97608
2
1 -547604 97575
2
1 -547618 97532
2
1 -547639 97530
2
1 -547656 97521
2
1 -547665 97478
2
1 -547688 97443
2
1 -547715 97411
2
1 -547734 97404
2
1 -547764 97369
2
1 -547791 97358
2
1 -547803 97321
2
1 -547806 97314
2
1 -547841 97274
2
1 -547878 97274
2
1 -547881 97255
2
1 -547923 97214
2
1 -547931 97196
2
1 -547932 97160
2
1 -547953 97142
2
1 -547954 97105
2
1 -547977 97074
2
1 -548004 97068
2
1 -548022 97060
2
1 -548035 97056
2
1 -548078 97054
2
1 -548093 97043
2
1 -548132 97025
2
1 -548157 96989
2
1 -548177 96965
2
1 -548220 96942
2
1 -548263 96940
2
1 -548289 96927
2
1 -548309 96899
2
1 -548321 96858
2
1 -548329 96845
2
1 -548362 96813
2
1 -548406 96791
2
1 -548444 96767
2
1 -548474 96754
2
1 -548509 96718
2
1 -548524 96713
2
1 -548533 96697
2
1 -548563 96663
2
1 -548577 96651
2
1 -548590 96632
2
1 -548625 96614
2
1 -548646 96590
2
1 -548678 96549
2
1 -548685 96505
2
1 -548685 96490
2
1 -548704 96450
2
1 -548706 96425
2
1 -548724 96423
2
1 -548735 96420
2
1 -548750 96418
2
1 -548751 96381
2
1 -548765 96371
2
1 -548780 96371
2
1 -548824 96335
2
1 -548836 96316
2
1 -548846 96306
2
1 -548884 96268
2
1 -548918 96236
2
1 -548953 96233
2
1 -548991 96191
2
1 -549016 96172
2
1 -549053 96137
2
1 -549097 96127
2
1 -549134 96110
2
1 -549155 96095
2
1 -549174 96073
2
1 -549181 96039
2
1 -549221 96009
2
1 -549262 96008
2
1 -549283 95993
2
1 -549304 95954
2
1 -549329 95933
2
1 -549361 95912
2
1 -549376 95883
2
1 -549407 95868
2
1 -549433 95856
2
1 -549467 95837
2
1 -549469 95797
2
